Year,Turnover,Run
1,13.125695216907676,1
2,10.297482837528605,1
3,14.964370546318289,1
4,9.655172413793103,1
5,15.92505854800937,1
6,13.567251461988302,1
7,9.32297447280799,1
8,3.7344398340248963,1
9,6.0728744939271255,1
10,7.770961145194274,1
1,11.789924973204716,2
2,5.524861878453039,2
3,9.130434782608695,2
4,6.7368421052631575,2
5,7.6604554865424435,2
6,13.262032085561499,2
7,3.91304347826087,2
8,8.465608465608465,2
9,9.200438116100766,2
10,10.946408209806158,2
1,10.094637223974763,3
2,10.240334378265413,3
3,5.473684210526316,3
4,0.9881422924901186,3
5,3.3073929961089497,3
6,9.474768280123584,3
7,7.142857142857142,3
8,5.979381443298969,3
9,10.084033613445378,3
10,9.233997901364113,3
1,14.935822637106183,4
2,11.87214611872146,4
3,5.021834061135371,4
4,2.9850746268656714,4
5,7.096774193548387,4
6,12.387387387387387,4
7,5.662514156285391,4
8,1.2875536480686696,4
9,2.4390243902439024,4
10,5.0352467270896275,4
1,6.035379812695109,5
2,5.967078189300412,5
3,3.909465020576132,5
4,3.885480572597137,5
5,5.08130081300813,5
6,10.384215991692628,5
7,8.184679958027283,5
8,5.186721991701245,5
9,2.43161094224924,5
10,2.610441767068273,5
1,9.100758396533044,6
2,7.700770077007702,6
3,5.639913232104121,6
4,12.401352874859075,6
5,14.087759815242496,6
6,8.087431693989071,6
7,12.756264236902052,6
8,8.930669800235018,6
9,10.798650168728908,6
10,7.751937984496124,6
1,3.225806451612903,7
2,10.852713178294573,7
3,5.915813424345847,7
4,17.50291715285881,7
5,11.819235225955968,7
6,15.47212741751991,7
7,10.135135135135135,7
8,7.7433628318584065,7
9,5.079365079365079,7
10,8.216216216216216,7
1,6.147540983606557,8
2,8.121827411167512,8
3,6.237424547283702,8
4,6.41925777331996,8
5,16.94915254237288,8
6,16.061606160616062,8
7,4.185022026431718,8
8,8.666666666666668,8
9,4.013377926421405,8
10,4.3478260869565215,8
1,2.5559105431309903,9
2,4.984423676012461,9
3,4.094165813715456,9
4,5.091649694501019,9
5,5.9123343527013255,9
6,5.433646812957157,9
7,2.528977871443625,9
8,4.842105263157895,9
9,1.89873417721519,9
10,1.8848167539267016,9
1,7.194244604316546,10
2,3.696098562628337,10
3,3.278688524590164,10
4,7.051282051282051,10
5,9.297297297297296,10
6,7.633587786259542,10
7,11.396648044692737,10
8,13.13364055299539,10
9,8.117249154453212,10
10,9.357997823721437,10
1,12.05098493626883,11
2,8.215962441314554,11
3,10.804597701149426,11
4,25.208085612366233,11
5,20.574162679425836,11
6,6.76779463243874,11
7,21.07843137254902,11
8,16.582914572864322,11
9,7.638888888888889,11
10,5.054945054945055,11
1,8.360836083608362,12
2,5.46218487394958,12
3,7.5078206465067785,12
4,6.9693769799366425,12
5,10.251046025104603,12
6,7.684529828109202,12
7,7.468879668049793,12
8,4.646464646464646,12
9,2.156862745098039,12
10,1.1278195488721803,12
1,6.731813246471227,13
2,5.161290322580645,13
3,4.390779363336993,13
4,4.284103720405862,13
5,5.747126436781609,13
6,9.345794392523365,13
7,9.847596717467761,13
8,6.081081081081082,13
9,2.3157894736842106,13
10,4.356846473029045,13
1,9.100529100529101,14
2,5.230125523012552,14
3,5.428881650380022,14
4,14.039125431530493,14
5,13.47517730496454,14
6,22.62773722627737,14
7,16.356877323420075,14
8,11.15151515151515,14
9,10.666666666666668,14
10,17.473435655253837,14
1,2.6262626262626263,15
2,6.708595387840671,15
3,8.590308370044053,15
4,16.216216216216218,15
5,6.331877729257641,15
6,8.836206896551724,15
7,4.430379746835443,15
8,6.528835690968444,15
9,2.373247033441208,15
10,2.901554404145078,15
1,8.51553509781358,16
2,11.325028312570781,16
3,8.771929824561402,16
4,5.678233438485805,16
5,6.530612244897959,16
6,9.007164790174002,16
7,14.895947426067908,16
8,4.371584699453552,16
9,5.2521008403361344,16
10,13.135593220338984,16
1,5.831533477321814,17
2,3.862660944206009,17
3,7.74869109947644,17
4,5.117707267144319,17
5,4.814443329989969,17
6,7.942973523421588,17
7,6.533192834562697,17
8,4.259850905218317,17
9,4.6255506607929515,17
10,9.368191721132897,17
1,13.563218390804598,18
2,13.223140495867769,18
3,12.135355892648775,18
4,5.133928571428571,18
5,19.441340782122904,18
6,14.506539833531509,18
7,7.666290868094701,18
8,6.493506493506493,18
9,2.6943005181347153,18
10,4.9800796812749,18
1,6.557377049180328,19
2,5.584281282316442,19
3,3.9296794208893484,19
4,4.411764705882353,19
5,2.028397565922921,19
6,4.42211055276382,19
7,5.158730158730158,19
8,6.22568093385214,19
9,14.475025484199797,19
10,11.87010078387458,19
1,5.6722689075630255,20
2,8.394543546694647,20
3,7.494646680942184,20
4,7.715736040609138,20
5,4.6,20
6,8.832807570977918,20
7,11.986681465038846,20
8,8.306010928961749,20
9,8.486238532110093,20
10,7.13463751438435,20
1,5.205205205205205,21
2,8.54526958290946,21
3,2.466598150051387,21
4,3.143418467583497,21
5,7.602339181286549,21
6,7.7227722772277225,21
7,4.462474645030426,21
8,4.618473895582329,21
9,14.420062695924765,21
10,11.353711790393014,21
1,10.318331503841932,22
2,3.1055900621118013,22
3,0.6048387096774194,22
4,2.1847070506454815,22
5,4.776119402985075,22
6,2.61569416498994,22
7,7.892004153686397,22
8,13.725490196078432,22
9,19.71496437054632,22
10,13.575757575757578,22
1,3.6519871106337276,23
2,7.756813417190776,23
3,10.162162162162163,23
4,7.606263982102908,23
5,8.35164835164835,23
6,10.44613710554951,23
7,10.06711409395973,23
8,8.234019501625136,23
9,8.008429926238145,23
10,6.673407482305358,23
1,14.002333722287046,24
2,14.01129943502825,24
3,14.722536806342015,24
4,7.207207207207207,24
5,7.760532150776053,24
6,18.785796105383735,24
7,8.745684695051784,24
8,13.574660633484163,24
9,11.258278145695364,24
10,11.58129175946548,24
1,5.347593582887701,25
2,7.399577167019028,25
3,5.532786885245901,25
4,3.815261044176707,25
5,1.60481444332999,25
6,3.8461538461538463,25
7,4.285714285714286,25
8,5.737704918032787,25
9,5.1020408163265305,25
10,8.297872340425531,25
1,8.342245989304812,26
2,14.269788182831661,26
3,6.3276836158192085,26
4,4.6255506607929515,26
5,3.0939226519337018,26
6,6.933911159263271,26
7,3.6055143160127257,26
8,1.002004008016032,26
9,4.609218436873747,26
10,5.1440329218107,26
1,7.700770077007702,27
2,3.3333333333333335,27
3,9.157127991675338,27
4,10.53787047200878,27
5,5.934065934065933,27
6,6.1571125265392785,27
7,8.447729672650475,27
8,4.1067761806981515,27
9,6.198347107438017,27
10,8.604407135362015,27
1,6.066734074823053,28
2,9.714889123548048,28
3,6.514657980456026,28
4,10.295728368017524,28
5,11.907386990077178,28
6,11.243243243243244,28
7,6.401766004415011,28
8,10.307017543859649,28
9,6.56084656084656,28
10,8.210526315789474,28
1,3.2955715756951593,29
2,3.5538005923000986,29
3,2.726387536514119,29
4,4.990019960079841,29
5,4.838709677419355,29
6,9.917355371900827,29
7,7.213114754098362,29
8,3.6093418259023355,29
9,17.050691244239633,29
10,14.405762304921968,29
1,7.056229327453142,30
2,8.845738942826321,30
3,6.315789473684211,30
4,10.828025477707007,30
5,15.795328142380422,30
6,7.98175598631699,30
7,6.64451827242525,30
8,6.571741511500548,30
9,10.454545454545453,30
10,11.049723756906078,30
1,5.70221752903907,31
2,3.3402922755741122,31
3,3.654822335025381,31
4,3.8461538461538463,31
5,12.742980561555076,31
6,15.22956326987682,31
7,13.137032842582105,31
8,11.751412429378531,31
9,5.150214592274678,31
10,10.352422907488986,31
1,11.777777777777777,32
2,9.653725078698844,32
3,7.627118644067797,32
4,18.77094972067039,32
5,10.921501706484642,32
6,5.627705627705628,32
7,7.581967213114754,32
8,4.0201005025125625,32
9,7.763023493360572,32
10,4.86815415821501,32
1,6.035379812695109,33
2,4.411764705882353,33
3,15.70796460176991,33
4,10.392609699769054,33
5,3.7652270210409746,33
6,5.032822757111598,33
7,5.36480686695279,33
8,5.69620253164557,33
9,9.565217391304348,33
10,16.32183908045977,33
1,10.896708286038592,34
2,10.87962962962963,34
3,17.451205510907002,34
4,7.06401766004415,34
5,17.83295711060948,34
6,9.619686800894854,34
7,8.11965811965812,34
8,8.116545265348595,34
9,3.0737704918032787,34
10,3.9603960396039604,34
1,2.6694045174537986,35
2,3.2225579053373616,35
3,3.4239677744209467,35
4,6.952965235173824,35
5,6.362672322375397,35
6,4.878048780487805,35
7,3.9832285115303985,35
8,5.538461538461538,35
9,4.771784232365145,35
10,5.913410770855332,35
1,5.738575982996812,36
2,12.134344528710725,36
3,6.786850477200425,36
4,16.666666666666664,36
5,15.314285714285713,36
6,8.045977011494253,36
7,6.150341685649203,36
8,7.005649717514125,36
9,19.047619047619047,36
10,20.334928229665074,36
1,4.18848167539267,37
2,6.17678381256656,37
3,12.608695652173912,37
4,9.836065573770492,37
5,6.837606837606838,37
6,6.645898234683282,37
7,4.665959703075292,37
8,3.0534351145038165,37
9,3.1982942430703627,37
10,11.534276387377584,37
1,5.291005291005291,38
2,5.957446808510639,38
3,2.73972602739726,38
4,6.526315789473684,38
5,6.451612903225806,38
6,7.822410147991543,38
7,2.7139874739039667,38
8,3.512396694214876,38
9,4.511278195488721,38
10,12.258064516129032,38
1,7.543103448275862,39
2,5.496828752642706,39
3,8.193277310924369,39
4,3.1982942430703627,39
5,5.015673981191222,39
6,9.012875536480687,39
7,5.347593582887701,39
8,7.112970711297072,39
9,4.072883172561629,39
10,5.3274139844617086,39
1,5.09683995922528,40
2,3.2719836400818,40
3,3.451776649746193,40
4,5.3886010362694305,40
5,3.730569948186528,40
6,8.51063829787234,40
7,8.705114254624592,40
8,15.350389321468297,40
9,11.473565804274466,40
10,9.190371991247265,40
1,9.659714599341383,41
2,6.047966631908238,41
3,7.4074074074074066,41
4,10.59322033898305,41
5,18.285714285714285,41
6,9.392898052691868,41
7,11.383928571428571,41
8,9.865470852017937,41
9,7.583965330444204,41
10,7.627118644067797,41
1,12.168141592920353,42
2,10.78107810781078,42
3,8.76068376068376,42
4,5.818965517241379,42
5,4.45859872611465,42
6,3.563941299790356,42
7,10.604453870625663,42
8,2.1164021164021163,42
9,5.22466039707419,42
10,5.76725025746653,42
1,5.995717344753747,43
2,7.472527472527473,43
3,10.38135593220339,43
4,4.887983706720977,43
5,6.875631951466127,43
6,3.807615230460922,43
7,3.058103975535168,43
8,3.669724770642202,43
9,5.538461538461538,43
10,7.157894736842104,43
1,15.366705471478465,44
2,8.342989571263036,44
3,5.393258426966292,44
4,1.9189765458422177,44
5,1.8867924528301887,44
6,2.4691358024691357,44
7,4.195804195804196,44
8,2.3856858846918487,44
9,9.01639344262295,44
10,11.464968152866243,44
1,15.841584158415841,45
2,9.16030534351145,45
3,10.329670329670328,45
4,14.106939704209328,45
5,13.10344827586207,45
6,14.173228346456693,45
7,9.30232558139535,45
8,6.417112299465241,45
9,6.993006993006993,45
10,4.3521266073194855,45
1,11.904761904761903,46
2,7.424593967517401,46
3,9.378407851690294,46
4,9.090909090909092,46
5,4.680851063829787,46
6,6.794055201698514,46
7,7.643312101910828,46
8,6.932773109243698,46
9,3.885480572597137,46
10,2.7750247770069376,46
1,7.964601769911504,47
2,11.171960569550931,47
3,7.0098576122672505,47
4,4.974093264248705,47
5,7.039337474120083,47
6,9.148936170212766,47
7,6.815761448349308,47
8,7.676348547717843,47
9,11.410788381742739,47
10,12.472647702407002,47
1,4.583333333333333,48
2,14.612868047982552,48
3,13.03370786516854,48
4,6.047516198704104,48
5,13.763440860215054,48
6,8.64864864864865,48
7,8.523908523908524,48
8,1.5640273704789833,48
9,1.1571841851494697,48
10,0.7626310772163966,48
1,3.165182987141444,49
2,4.285714285714286,49
3,8.0338266384778,49
4,10.869565217391305,49
5,8.110992529348986,49
6,4.4071353620146905,49
7,9.001097694840835,49
8,12.213740458015266,49
9,13.522355507088331,49
10,14.75054229934924,49
1,7.135135135135136,50
2,8.487486398258977,50
3,7.5388026607538805,50
4,6.651884700665188,50
5,5.810055865921788,50
6,9.554831704668839,50
7,4.680851063829787,50
8,4.3343653250774,50
9,3.64741641337386,50
10,4.512820512820513,50
1,5.9447983014862,51
2,2.5183630640083945,51
3,3.3648790746582544,51
4,6.507592190889371,51
5,14.782608695652174,51
6,6.623931623931624,51
7,7.732497387669801,51
8,4.75206611570248,51
9,4.522096608427543,51
10,9.233997901364113,51
1,11.14683815648446,52
2,4.862579281183932,52
3,1.2195121951219512,52
4,9.582059123343527,52
5,10.537407797681771,52
6,11.67728237791932,52
7,9.988901220865705,52
8,3.056768558951965,52
9,10.217391304347826,52
10,2.9946524064171123,52
1,21.84049079754601,53
2,14.628297362110313,53
3,10.760233918128655,53
4,15.602836879432624,53
5,4.23634336677815,53
6,2.0242914979757085,53
7,3.8684719535783367,53
8,4.48780487804878,53
9,10.29263370332997,53
10,7.6190476190476195,53
1,21.601941747572813,54
2,9.783845278725826,54
3,13.91304347826087,54
4,6.557377049180328,54
5,9.903121636167922,54
6,13.636363636363635,54
7,7.740585774058577,54
8,18.599562363238512,54
9,13.333333333333334,54
10,15.945330296127564,54
1,8.017334777898158,55
2,13.475935828877006,55
3,5.894736842105263,55
4,2.7139874739039667,55
5,4.665959703075292,55
6,4.320987654320987,55
7,8.23293172690763,55
8,9.32642487046632,55
9,8.016443987667008,55
10,10.493827160493826,55
1,5.948717948717949,56
2,7.150368033648791,56
3,7.625272331154684,56
4,5.482456140350877,56
5,5.079365079365079,56
6,8.795811518324607,56
7,6.75818373812038,56
8,4.094165813715456,56
9,2.3952095808383236,56
10,1.170731707317073,56
1,7.253886010362693,57
2,10.647181628392484,57
3,5.3156146179401995,57
4,8.167770419426049,57
5,10.348468848996832,57
6,6.9109947643979055,57
7,9.15032679738562,57
8,7.174887892376682,57
9,9.717514124293785,57
10,6.481481481481481,57
1,15.857988165680473,58
2,16.627634660421545,58
3,8.786127167630058,58
4,2.8761061946902653,58
5,2.9197080291970803,58
6,2.631578947368421,58
7,6.326530612244897,58
8,3.6511156186612577,58
9,1.8386108273748722,58
10,2.0100502512562812,58
1,10.952902519167578,59
2,7.744874715261959,59
3,8.126410835214447,59
4,9.988649262202042,59
5,9.56618464961068,59
6,7.165437302423603,59
7,10.526315789473683,59
8,3.5269709543568464,59
9,10.982048574445617,59
10,7.165437302423603,59
1,9.263657957244655,60
2,6.229143492769744,60
3,10.10989010989011,60
4,9.857612267250822,60
5,9.100998890122087,60
6,13.243546576879911,60
7,10.829493087557603,60
8,10.586881472957423,60
9,11.737089201877934,60
10,4.118993135011442,60
1,7.354443309499489,61
2,10.10752688172043,61
3,7.936507936507936,61
4,13.10344827586207,61
5,10.91753774680604,61
6,6.509539842873176,61
7,3.8934426229508197,61
8,4.040404040404041,61
9,5.476673427991886,61
10,2.634245187436677,61
1,10.38961038961039,62
2,8.122941822173436,62
3,10.140237324703344,62
4,10.786516853932584,62
5,6.651376146788992,62
6,7.005649717514125,62
7,7.04070407040704,62
8,8.280254777070063,62
9,9.725158562367865,62
10,8.56844305120167,62
1,3.455723542116631,63
2,4.324324324324325,63
3,3.8135593220338984,63
4,2.2892819979188346,63
5,2.6395939086294415,63
6,9.650924024640657,63
7,4.948453608247423,63
8,5.549845837615622,63
9,1.6528925619834711,63
10,2.089864158829676,63
1,5.263157894736842,64
2,8.604407135362015,64
3,4.525862068965517,64
4,6.8584070796460175,64
5,6.8449197860962565,64
6,7.708779443254818,64
7,11.30820399113082,64
8,5.9405940594059405,64
9,4.787812840043525,64
10,9.100998890122087,64
1,20.689655172413794,65
2,8.397790055248619,65
3,9.734513274336283,65
4,9.244644870349493,65
5,7.06713780918728,65
6,3.4443168771526977,65
7,10.621468926553671,65
8,12.529002320185615,65
9,7.5388026607538805,65
10,10.901001112347053,65
1,8.873720136518772,66
2,7.095343680709535,66
3,10.043668122270741,66
4,2.515723270440252,66
5,6.105263157894736,66
6,14.25287356321839,66
7,9.67741935483871,66
8,4.241781548250265,66
9,8.983957219251337,66
10,10.828729281767956,66
1,5.82726326742976,67
2,9.411764705882353,67
3,8.552631578947368,67
4,6.140350877192982,67
5,5.376344086021505,67
6,12.8680479825518,67
7,22.03791469194313,67
8,13.859020310633213,67
9,8.027522935779817,67
10,9.190371991247265,67
1,4.605263157894736,68
2,5.938494167550371,68
3,6.867845993756504,68
4,10.121012101210122,68
5,14.18918918918919,68
6,6.638115631691649,68
7,12.84796573875803,68
8,7.805907172995781,68
9,6.874328678839957,68
10,8.64864864864865,68
1,5.914567360350493,69
2,5.439330543933055,69
3,13.009922822491731,69
4,18.44311377245509,69
5,13.118527042577677,69
6,7.482993197278912,69
7,8.26271186440678,69
8,6.5775950668037,69
9,3.873598369011213,69
10,10.59190031152648,69
1,8.372093023255815,70
2,8.695652173913043,70
3,12.0,70
4,10.944206008583691,70
5,5.982905982905983,70
6,10.905125408942203,70
7,6.749156355455568,70
8,14.823261117445838,70
9,10.888888888888888,70
10,6.853582554517133,70
1,4.6267087276550996,71
2,8.128342245989305,71
3,8.016877637130802,71
4,17.352614015572858,71
5,7.456140350877193,71
6,3.68474923234391,71
7,10.105263157894736,71
8,6.954689146469968,71
9,3.1545741324921135,71
10,5.433646812957157,71
1,7.142857142857142,72
2,11.46067415730337,72
3,11.214953271028037,72
4,11.933174224343675,72
5,7.727272727272727,72
6,9.141583054626533,72
7,10.146561443066517,72
8,9.839816933638444,72
9,6.950672645739911,72
10,15.789473684210526,72
1,9.433962264150944,73
2,5.595854922279793,73
3,13.778256189451021,73
4,23.349056603773587,73
5,10.173410404624278,73
6,9.11111111111111,73
7,8.201892744479496,73
8,6.179196704428424,73
9,16.251354279523294,73
10,5.333333333333334,73
1,6.866952789699571,74
2,1.6597510373443984,74
3,5.410821643286573,74
4,7.951070336391437,74
5,6.639004149377594,74
6,8.050847457627118,74
7,12.6775956284153,74
8,6.9640914036996735,74
9,9.317443120260021,74
10,12.747252747252746,74
1,2.865916069600819,75
2,6.550665301944729,75
3,8.324661810613945,75
4,8.082901554404145,75
5,8.61344537815126,75
6,10.212765957446807,75
7,9.544468546637743,75
8,17.225950782997764,75
9,6.696428571428571,75
10,12.035010940919037,75
1,5.296610169491525,76
2,4.5738045738045745,76
3,8.280254777070063,76
4,12.751677852348994,76
5,13.777267508610791,76
6,4.439511653718091,76
7,5.476451259583789,76
8,10.423452768729643,76
9,10.195227765726681,76
10,9.63855421686747,76
1,9.041980624327234,77
2,18.388195232690123,77
3,7.158351409978309,77
4,11.559432933478735,77
5,8.16326530612245,77
6,9.698275862068966,77
7,11.181434599156118,77
8,12.636165577342048,77
9,6.230529595015576,77
10,5.668016194331984,77
1,4.223864836325237,78
2,9.523809523809524,78
3,10.604453870625663,78
4,10.582010582010582,78
5,13.785557986870897,78
6,8.045977011494253,78
7,4.829857299670691,78
8,8.72340425531915,78
9,5.857740585774058,78
10,6.6805845511482245,78
1,18.004866180048662,79
2,8.0,79
3,9.851088201603666,79
4,6.749156355455568,79
5,10.096670247046188,79
6,13.029315960912053,79
7,10.21087680355161,79
8,10.822998872604284,79
9,10.81081081081081,79
10,9.734513274336283,79
1,8.008658008658008,80
2,4.808743169398907,80
3,6.535947712418301,80
4,2.9350104821802936,80
5,7.934893184130214,80
6,4.737384140061792,80
7,10.38135593220339,80
8,8.830022075055188,80
9,9.586056644880173,80
10,16.94915254237288,80
1,1.8499486125385407,81
2,2.683178534571723,81
3,3.6093418259023355,81
4,12.542759407069557,81
5,15.973003374578179,81
6,5.383022774327122,81
7,8.795811518324607,81
8,6.093579978237215,81
9,4.651162790697675,81
10,8.705114254624592,81
1,8.61878453038674,82
2,7.829977628635347,82
3,4.269662921348314,82
4,5.0,82
5,9.62566844919786,82
6,5.9196617336152215,82
7,4.6938775510204085,82
8,9.745762711864407,82
9,10.876803551609324,82
10,17.123287671232877,82
1,8.315565031982942,83
2,5.416666666666667,83
3,8.842105263157894,83
4,5.107252298263535,83
5,5.449041372351161,83
6,9.411764705882353,83
7,11.19648737650933,83
8,7.760532150776053,83
9,9.59651035986914,83
10,8.296943231441048,83
1,4.695837780149413,84
2,4.612159329140461,84
3,11.168562564632884,84
4,6.196581196581197,84
5,6.486486486486487,84
6,9.534619750283769,84
7,16.346153846153847,84
8,7.06713780918728,84
9,4.303510758776897,84
10,4.621848739495799,84
1,14.222222222222221,85
2,10.256410256410255,85
3,12.459720730397422,85
4,13.969732246798602,85
5,5.983889528193326,85
6,5.658324265505985,85
7,7.510729613733906,85
8,9.77683315621679,85
9,10.710382513661203,85
10,5.683060109289618,85
1,7.384615384615385,86
2,2.8513238289205702,86
3,5.344295991778006,86
4,14.655172413793101,86
5,6.896551724137931,86
6,5.858585858585859,86
7,2.8282828282828283,86
8,2.1632251720747298,86
9,2.753195673549656,86
10,2.75049115913556,86
1,5.049396267837541,87
2,13.071895424836603,87
3,8.158765159867695,87
4,7.472527472527473,87
5,5.0,87
6,5.189189189189189,87
7,7.945516458569807,87
8,8.918617614269788,87
9,5.837837837837838,87
10,3.8876889848812093,87
1,16.097560975609756,88
2,13.625866050808314,88
3,6.236559139784946,88
4,5.863192182410423,88
5,7.173913043478261,88
6,5.090137857900318,88
7,3.75,88
8,4.18848167539267,88
9,4.49438202247191,88
10,7.179487179487179,88
1,7.867494824016563,89
2,6.673407482305358,89
3,11.393692777212614,89
4,10.844629822732013,89
5,8.936170212765958,89
6,5.833333333333333,89
7,9.409190371991247,89
8,5.800214822771213,89
9,7.570977917981073,89
10,4.250797024442083,89
1,4.558969276511397,90
2,6.281661600810537,90
3,3.458799593082401,90
4,7.773109243697479,90
5,8.459869848156181,90
6,12.76595744680851,90
7,12.48630887185104,90
8,7.399103139013453,90
9,8.771929824561402,90
10,9.846827133479213,90
1,5.930470347648262,91
2,7.574206755373593,91
3,2.705515088449532,91
4,7.07395498392283,91
5,3.5527690700104495,91
6,3.115264797507788,91
7,5.496828752642706,91
8,8.73362445414847,91
9,8.783783783783784,91
10,8.314606741573034,91
1,4.767309875141884,92
2,4.721030042918455,92
3,3.0927835051546393,92
4,2.7916251246261217,92
5,6.951340615690168,92
6,7.157464212678937,92
7,3.1088082901554404,92
8,12.021857923497267,92
9,4.3383947939262475,92
10,4.276985743380855,92
1,11.724137931034482,93
2,8.266360505166476,93
3,6.178489702517163,93
4,6.873614190687362,93
5,4.3057050592034445,93
6,12.622415669205658,93
7,10.666666666666668,93
8,18.6046511627907,93
9,13.084112149532709,93
10,9.200968523002421,93
1,6.602768903088392,94
2,3.8054968287526427,94
3,2.208835341365462,94
4,5.696846388606307,94
5,5.0864699898270604,94
6,6.191950464396285,94
7,12.473118279569892,94
8,4.0992448759439055,94
9,7.043756670224119,94
10,5.202913631633715,94
1,4.162330905306972,95
2,7.872340425531915,95
3,4.324324324324325,95
4,4.742268041237113,95
5,6.320081549439347,95
6,4.179104477611941,95
7,3.736479842674533,95
8,6.425702811244979,95
9,7.172131147540983,95
10,8.403361344537815,95
1,10.974244120940648,96
2,6.502242152466367,96
3,10.16949152542373,96
4,12.934131736526947,96
5,14.976958525345621,96
6,17.667044167610417,96
7,10.561797752808989,96
8,17.040358744394617,96
9,17.516629711751662,96
10,13.594470046082948,96
1,14.935064935064934,97
2,9.139213602550477,97
3,12.77533039647577,97
4,9.019165727170236,97
5,8.19112627986348,97
6,5.077262693156733,97
7,7.956989247311828,97
8,7.792207792207792,97
9,4.5738045738045745,97
10,6.811145510835913,97
1,7.127882599580712,98
2,7.236842105263158,98
3,9.610983981693364,98
4,10.352422907488986,98
5,9.033613445378151,98
6,7.916666666666666,98
7,11.902231668437832,98
8,8.043478260869565,98
9,13.590033975084935,98
10,10.81081081081081,98
1,1.966568338249754,99
2,1.536983669548511,99
3,1.536983669548511,99
4,1.7543859649122806,99
5,3.3696729435084243,99
6,8.695652173913043,99
7,4.094165813715456,99
8,5.360824742268041,99
9,6.424870466321243,99
10,7.914438502673797,99
1,10.492505353319057,100
2,13.151927437641723,100
3,15.690866510538642,100
4,10.561797752808989,100
5,6.074240719910011,100
6,6.167400881057269,100
7,10.606060606060606,100
8,7.641921397379912,100
9,14.317673378076062,100
10,8.4726867335563,100
